chr	start	end	common_name	sys_name	fpkm_1	fpkm_2
chrI	82700	83299	POP5	YAL033W	64.34900953	44.78608176
chrV	79548	80147	CYC7	YEL039C	0.846697494	0.772173823
chrI	87263	87862	SNC1	YAL030W	31.32780727	24.45217108
chrIII	101189	101788	YCL012C	YCL012C	32.04589249	32.14784437
chrXII	721813	722412	ATP14	YLR295C	64.34900953	40.92521264
chrXIII	720824	721424	MRPL44	YMR225C	41.84155679	23.38350313
chrIX	335624	336224	EST3	YIL009C-A	21.97738336	19.27211796
chrII	425182	425782	YBR089W	YBR089W	0.422641988	0.256961573
chrV	253846	254446	RSM18	YER050C	39.01332439	28.87611055
chrXIII	653941	654542	ICY1	YMR195W	26.64868954	25.50331088
chrXIII	159360	159961	SML1	YML058W	486.0720973	331.1844949
chrXV	689596	690197	IES4	YOR189W	31.53876894	23.58033397
chrII	256302	256904	HHT1	YBR010W	980.6363027	708.6465734
chrXIII	858343	858945	YMR295C	YMR295C	119.6328998	92.02137357
chrXV	841307	841910	CAF20	YOR276W	418.0125836	305.283154
chrV	26680	27283	HPA3	YEL066W	48.97372275	29.05509803
chrXIV	107671	108274	POP3	YNL282W	23.28922953	20.19052577
chrI	57867	58471	GCV3	YAL044C	287.1694604	183.0192823
chrXI	325753	326357	BLI1	YKL061W	19.73240445	12.25233689
chrXVI	419959	420564	YPL071C	YPL071C	15.50830194	19.11258056
chrIV	1495974	1496579	QCR7	YDR529C	90.1158086	62.43442984
chrXVI	125974	126580	YPL225W	YPL225W	262.507477	185.9436026
chrVIII	450503	451109	YHR173C	YHR173C	7.490016292	4.553845626
chrIV	1510855	1511461	YDR537C	YDR537C	0.836900994	0.254413194
chrXI	382497	383103	YKL030W	YKL030W	1.255351491	1.272065968
chrII	109964	110571	CMC2	YBL059C-A	25.48335906	16.76356241
chrXIV	340332	340939	IGO1	YNL157W	45.99188727	42.82552695
chrVII	556904	557512	YGR035C	YGR035C	43.79253347	81.39755234
chrIV	1301581	1302189	RPL12B	YDR418W	2661.33482	1943.398259
chrXII	1065955	1066564	YLR462W	YLR462W	0	0.253157865
chrXVI	280453	281062	POC4	YPL144W	25.10351343	18.10823319
chrVI	167887	168496	DCV1	YFR012W	1.249157322	1.518947192
chrIX	155190	155799	COX5B	YIL111W	27.89784687	14.68315619
chrIV	292757	293367	SRP14	YDL092W	81.06190046	74.05345611
chrXIII	111859	112470	BET5	YML077W	43.51885168	33.07371517
chrXVI	656788	657399	MCM16	YPR046W	14.11069954	13.62570334
chrXI	212412	213023	SRP21	YKL122C	90.7949697	68.87857036
chrV	237444	238055	ERG28	YER044C	86.73930014	86.0437933
chrVII	762791	763402	YGR137W	YGR137W	34.86172829	23.71881692
chrII	236468	237079	HTB2	YBL002W	923.420779	652.772121
chrVII	807072	807684	YGR160W	YGR160W	0	0
chrXIV	259438	260050	YNL203C	YNL203C	4.972095921	5.794041881
chrXV	1009117	1009729	SNX3	YOR357C	43.80849462	24.58622011
chrVIII	541650	542262	YHR214W	YHR214W	6.629461228	5.290212152
chrI	221048	221660	YAR066W	YAR066W	0	0
chrIV	433496	434108	APC11	YDL008W	27.25150701	23.77235294
chrXIII	561955	562568	IMP1	YMR150C	32.75179851	27.44726954
chrXV	424007	424620	YOR050C	YOR050C	2.068321492	1.257516194
chrII	170551	171164	LSM2	YBL026W	114.4847712	75.38401856
chrX	524797	525410	ANB1	YJR047C	75.54691988	54.9714222
chrX	139486	140100	SNR190	snR190	18369.35904	12832.60771
chrIX	325000	325614	YIL014C-A	YIL014C-A	15.28061072	8.034974598
chrVII	306530	307144	MLC1	YGL106W	147.0515146	102.8673148
chrVIII	220735	221349	VMA22	YHR060W	24.539181	15.16820503
chrXI	280920	281535	YKL083W	YKL083W	0	0
chrII	258939	259555	YBR012C	YBR012C	22.3556429	16.53078567
chrIV	1222713	1223331	FRQ1	YDR373W	74.35543446	58.3927205
chrXII	921940	922558	YLR400W	YLR400W	0.410312076	0.49893025
chrXII	370747	371365	YLR112W	YLR112W	22.56716416	19.20881463
chrXV	611971	612589	MRPL23	YOR150W	70.57367701	51.88874601
chrXI	171550	172168	YKL147C	YKL147C	0	0
chrXIII	164763	165381	SPC2	YML055W	40.37680234	36.33198941
chrXI	330135	330753	TOA2	YKL058W	90.26865664	75.83739801
chrII	480374	480993	CBP6	YBR120C	20.48240701	17.9324251
chrIV	856312	856931	SPC19	YDR201W	24.32669461	14.28898857
chrIV	818584	819204	CSN9	YDR179C	8.9976997	7.708432062
chrXII	167193	167813	TEN1	YLR010C	9.8156724	5.221841074
chrIII	209809	210429	IMG1	YCR046C	43.3525531	25.86054627
chrVIII	487647	488268	EGD2	YHR193C	957.9344256	653.166892
chrXV	54521	55142	RIB4	YOL143C	273.1705587	194.6343
chrXIII	758562	759183	YMR245W	YMR245W	0.816653389	1.489548214
chrIV	1386018	1386639	MRPL28	YDR462W	31.44115549	18.61935268
chrXV	1069620	1070241	YOR387C	YOR387C	0	0.993032143
chrVII	11109	11730	VEL1	YGL258W	0.408326695	0.496516071
chrXII	1011467	1012089	DIF1	YLR437C	34.89099256	31.0799964
chrV	301702	302325	TDA2	YER071C	27.59591784	23.82963389
chrXVI	348456	349080	YPL108W	YPL108W	16.51060113	15.81786378
chrX	459794	460418	YJR012C	YJR012C	13.40989434	8.153064865
chrXIV	345470	346095	GIM3	YNL153C	89.66173669	61.17332624
chrIX	398715	399341	SEC11	YIR022W	88.05653936	69.3117932
chrXI	130560	131186	MRPL38	YKL170W	30.78456616	21.91820546
chrXIII	318650	319277	UBC7	YMR022W	82.90466915	60.73200574
chrIV	768404	769032	CPR1	YDR155C	1091.563213	721.3781442
chrIV	768404	769032	YDR154C	YDR154C	0	0
chrV	441211	441839	YER137C	YER137C	9.286664538	7.364592447
chrXI	185162	185791	MRPL31	YKL138C	46.94404913	42.81218046
chrVIII	341726	342355	COX23	YHR116W	18.91764115	13.531427
chrV	122330	122959	PMP2	YEL017C-A	1092.930949	720.5484879
chrII	181489	182118	HAP3	YBL021C	15.72187815	10.53910706
chrXIV	51817	52446	ZIM17	YNL310C	27.41250549	21.81350065
chrIV	244963	245593	YDL121C	YDL121C	127.1850016	98.61645915
chrXIII	854764	855394	GOT1	YMR292W	84.52167828	54.56940544
chrXIV	381225	381855	DGR1	YNL130C-A	0.804968365	1.22352927
chrX	314960	315591	DLS1	YJL065C	34.55869739	27.36355238
chrV	69750	70382	IES6	YEL044W	44.53414124	27.80804749
chrXI	507921	508553	DID2	YKR035W-A	34.13807425	21.37206695
chrXII	229859	230491	YLR042C	YLR042C	47.51918427	39.10264919
chrV	347781	348413	AIM11	YER093C-A	12.67793681	7.948919266
chrXVI	911248	911881	RPO26	YPR187W	214.3970351	166.6664807
chrIII	199545	200178	MATALPHA2	YCR039C	0	0
chrIV	915454	916087	HTA1	YDR225W	1210.934162	980.5092534
chrIII	12385	13018	HMLALPHA2	YCL067C	0	0
chrXII	224603	225237	COX12	YLR038C	91.76118341	61.26911911
chrXIV	694197	694832	MRPS12	YNR036C	84.25441355	61.90787925
chrVII	648295	648930	RPL11B	YGR085C	649.2780873	444.7656266
chrXIV	416698	417333	CYB5	YNL111C	176.8943374	144.2089423
chrXII	183575	184210	IRC25	YLR021W	23.55929099	16.5087678
chrXII	368743	369379	AHP1	YLR109W	2319.925799	1400.065853
chrVIII	187059	187696	VMA10	YHR039C-A	390.7168158	275.1974913
chrXVI	728898	729536	YPR098C	YPR098C	35.6246703	24.4244283
chrIV	1329407	1330045	YDR433W	YDR433W	0	0
chrV	234905	235543	MXR1	YER042W	74.31930451	60.89142151
chrXII	572836	573475	YLR217W	YLR217W	0.793613011	1.206269453
chrVII	977251	977890	MPC3	YGR243W	6.348904092	16.64651845
chrVI	14792	15431	AAD6	YFL056C	10.71377565	11.33893285
chrX	227304	227944	PAM16	YJL104W	56.25834459	39.50371999
chrIX	199553	200193	AIM19	YIL087C	12.28175128	9.875929997
chrIV	45276	45918	YDL228C	YDL228C	0	0
chrV	342845	343487	IES5	YER092W	47.78887462	32.41684491
chrIV	116283	116925	ARF1	YDL192W	1202.033007	888.5488923
chrXVI	237337	237979	ATG29	YPL166W	4.739392524	2.401247771
chrXI	507919	508561	OPI8	YKR035C	1.579797508	1.440748663
chrXV	803634	804276	TMA16	YOR252W	50.15857088	35.53846702
chrII	270197	270840	YBR016W	YBR016W	101.1837482	61.76564292
chrIV	87466	88109	NHP2	YDL208W	341.0107544	248.845397
chrXVI	444524	445167	GRX5	YPL059W	83.5988485	69.28796704
chrVI	223161	223806	RPL29	YFR032C-A	1952.280462	1313.320418
chrII	707491	708136	GPX2	YBR244W	100.0562866	68.59033687
chrX	581716	582362	EAF6	YJR082C	24.33500487	21.23857118
chrXIII	789217	789864	TIF11	YMR260C	467.5277445	348.1069565
chrV	468334	468981	SPI1	YER150W	19.98651716	9.768915276
chrI	140759	141407	YAL004W	YAL004W	0	0
chrXIV	476010	476658	SWS2	YNL081C	55.60112094	44.59363969
chrXII	645334	645982	YLR255C	YLR255C	0.782573572	1.903183705
chrII	89855	90503	YBL071C	YBL071C	2.465869	1.998960807
chrIII	138401	139049	YCR013C	YCR013C	1.565147145	2.141081668
chrX	387612	388260	MAD2	YJL030W	17.60790538	10.9433063
chrXIV	672392	673041	MPP6	YNR024W	21.48756217	16.62715857
chrXV	761456	762105	ISU2	YOR226C	56.25834459	36.34221801
chrXII	1024188	1024837	GMC2	YLR445W	0.390682949	0.237530837
chrXI	211866	212516	YKL123W	YKL123W	0.390080972	0
chrII	581544	582194	UMP1	YBR173C	114.4062824	74.96255619
chrIX	243850	244500	ARC15	YIL062C	68.25071899	41.49566917
chrXIV	542326	542976	YNL046W	YNL046W	39.87404215	30.87547933
chrVIII	375737	376388	YHR137C-A	YHR137C-A	0	0
chrXIII	775131	775782	YMR252C	YMR252C	20.07275887	16.93617927
chrII	110593	111244	YBL059W	YBL059W	5.842212708	6.393599258
chrVII	617468	618119	YGR064W	YGR064W	3.115846777	3.078399643
chrVII	83649	84300	YGL218W	YGL218W	0	0.236799973
chrV	4463	5114	YEL076C	YEL076C	0	0
chrXVI	731132	731783	RPL11A	YPR102C	1309.045127	944.1214905
chrXIII	545154	545806	CIN4	YMR138W	15.16642009	4.72872449
chrVI	110585	111237	YFL012W	YFL012W	0.777765133	1.655053571
chrV	222563	223215	EDC2	YER035W	17.88859805	21.51569643
chrV	291989	292641	RGI1	YER067W	11.66647699	8.038831633
chrVI	248360	249012	YMR31	YFR049W	48.99920335	39.95772194
chrII	504759	505412	CKS1	YBR135W	62.51406542	51.22796952
chrVII	280630	281283	GPG1	YGL121C	3.106288965	2.832883107
chrXIII	350288	350941	YET2	YMR040W	2.718002845	2.832883107
chrXIII	77242	77896	TAF13	YML098W	32.56608615	15.32128459
chrIII	272244	272900	YCR090C	YCR090C	95.85391231	69.79272473
chrXII	764753	765409	NKP2	YLR315W	10.4357082	7.049770175
chrXIV	412722	413378	RPC19	YNL113W	177.4070393	143.8153116
chrXIV	65651	66308	TOS6	YNL300W	113.4600456	64.75901688
chrVII	346290	346947	MMS2	YGL087C	43.99471155	25.8097531
chrXV	359743	360400	YOR015W	YOR015W	0	0
chrVII	62974	63631	EMC4	YGL231C	127.3531124	92.21120882
chrXV	48850	49508	PSF3	YOL146W	31.59715244	19.21071314
chrIV	1238193	1238851	YDR381C-A	YDR381C-A	8.862615929	9.371079583
chrIV	720875	721533	YDR134C	YDR134C	55.87301346	45.91828996
chrII	418535	419193	YBR085C-A	YBR085C-A	61.26764925	57.39786244
chrXV	1023050	1023710	YOR364W	YOR364W	6.191475424	4.600869032
chrIV	164240	164900	CDC36	YDL165W	53.39847427	42.04187676
chrXVI	664937	665598	MAK3	YPR051W	42.57733807	30.31757224
chrXV	683027	683688	YOR186W	YOR186W	0.767159244	0.699636282
chrXII	385581	386243	SRN2	YLR119W	12.24343069	10.08524064
chrXI	451410	452072	MEH1	YKR007W	27.57595106	17.69730506
chrXVI	228275	228937	DAP1	YPL170W	28.66693588	23.31435024
chrXIII	410683	411345	TVP18	YMR071C	98.04782597	79.40501348
chrII	760319	760983	DPB3	YBR278W	16.12946999	14.92298996
chrIV	1470388	1471052	EMI1	YDR512C	29.67802548	17.77051304
chrXV	608555	609219	SPP2	YOR148C	17.44668604	13.76703653
chrIII	163325	163990	YCR025C	YCR025C	3.050151213	1.854457616
chrXV	804357	805023	NAT5	YOR253W	112.1416336	72.28538421
chrIII	148237	148903	SRD1	YCR018C	33.12051415	28.70086885
chrXIV	374056	374723	FYV6	YNL133C	9.276185062	3.759877426
chrXV	506874	507541	YOR097C	YOR097C	13.12694707	8.209065715
chrIII	111896	112563	RER1	YCL001W	129.7787221	99.48765562
chrXV	103275	103942	PTH4	YOL114C	1.14037185	3.697777349
chrII	737727	738394	YPT10	YBR264C	29.49094766	22.82020915
chrIX	247800	248467	RGI2	YIL057C	0.7602479	0.924444337
chrXI	599022	599690	MRPL20	YKR085C	47.49134998	37.74108868
chrXIV	12207	12876	SNO2	YNL334C	0.378985854	0.691257405
chrI	42169	42838	PEX22	YAL055W	5.684787814	4.147544429
chrVI	10300	10969	SNO3	YFL060C	0.378985854	0.46083827
chrXVI	74117	74786	ATG41	YPL250C	24.63408053	21.42897955
chrXVI	320961	321630	MEI5	YPL121C	0.378985854	0
chrIII	263347	264017	CSM1	YCR086W	12.86625818	10.58343674
chrXVI	304386	305058	SPO19	YPL130W	2.26374859	1.146944725
chrXV	303418	304090	HTZ1	YOL012C	144.5026183	111.0242494
chrXIII	110237	110909	YML079W	YML079W	77.3447435	53.67701315
chrXVI	718702	719374	SNR41	snR41	0	0
chrXVI	718702	719374	SNR70	snR70	0	0
chrIV	141112	141785	YDL177C	YDL177C	12.43208954	7.329522959
chrXII	267143	267816	SPC3	YLR066W	133.634191	81.02239529
chrXIII	284048	284721	ADI1	YMR009W	29.38493892	20.15618814
chrXIII	778017	778690	GFD1	YMR255W	27.97753255	15.14307102
chrII	723592	724266	TRS20	YBR254C	35.95427147	25.69089014
chrXVI	480506	481180	MET31	YPL038W	21.44170191	17.61045858
chrVII	358614	359289	MPC1	YGL080W	64.86595368	54.31144319
chrIV	100428	101103	MGT1	YDL200C	14.98469926	9.110528538
chrXV	243465	244140	YOL046C	YOL046C	0	0.228367926
chrIV	1228530	1229205	ATP17	YDR377W	184.8939977	147.7434179
chrXIII	457284	457959	SNO1	YMR095C	1.502448372	1.598575482
chrXV	111215	111890	INO4	YOL108C	9.293779393	5.198472231
chrX	376661	377336	IRC18	YJL037W	1.502448372	1.598575482
chrXIII	341100	341776	IMP2	YMR035W	25.12872725	14.1378354
chrXIV	575389	576066	HHT2	YNL031C	1120.880938	812.6337519
chrXII	432158	432835	RMP1	YLR145W	11.60952525	8.196922126
chrX	637010	637687	NNF1	YJR112W	12.7491932	11.29484761
chrXV	642703	643380	DDP1	YOR163W	44.56559694	25.27384322
chrVII	905191	905868	YCH1	YGR203W	28.08756109	15.48307513
chrVI	9544	10222	DDI2	YFL061W	0	0
chrVII	216691	217369	YGL152C	YGL152C	0.373947638	0.682067868
chrIV	1480379	1481057	FPR2	YDR519W	152.6886634	106.5414876
chrXIV	11451	12129	DDI3	YNL335W	0	0.227355956
chrIII	73342	74021	HBN1	YCL026C-B	8.961506218	4.540412453
chrIII	118597	119276	MRPL32	YCR003W	36.59281706	24.064186
chrX	197914	198595	YJL114W	YJL114W	0	0
chrII	603501	604182	NTC20	YBR188C	17.87029769	12.90211615
chrXIV	229991	230672	SNR19	snR19	6865.917293	5061.477531
chrIV	1266267	1266948	NCB2	YDR397C	76.27103719	51.59693885
chrVIII	470851	471533	YHR182C-A	YHR182C-A	0	0.452041064
chrXIII	82262	82944	GIM5	YML094W	60.59544164	40.00563413
chrII	331779	332461	FMP23	YBR047W	5.948018811	4.746431168
chrXII	964882	965564	RPN13	YLR421C	95.37916825	76.74441687
chrX	518585	519267	VPS55	YJR044C	81.33442293	62.81539069
chrIV	1366160	1366843	GUK1	YDR454C	491.1056518	348.4640065
chrXIV	351644	352327	YNL146W	YNL146W	5.196885204	6.996362825
chrVIII	422893	423577	MPC2	YHR162W	483.6815301	417.9762565
chrXIII	246780	247464	RAD33	YML011C	14.08517851	11.94401033
chrIV	238901	239586	HNT1	YDL125C	194.7191172	164.8661516
chrVII	418561	419246	YGL041C	YGL041C	0	0
chrVII	418561	419246	YGL041C-B	YGL041C-B	0	0
chrXV	70290	70976	HRT1	YOL133W	41.02342062	45.16484148
chrII	679387	680073	OM14	YBR230C	57.20933084	40.53408783
chrXIII	628140	628826	ADD37	YMR184W	39.54509915	25.84058094
chrXV	44918	45604	DCP1	YOL149W	53.18234877	36.09921883
chrXVI	182570	183256	PRM3	YPL192C	2.956642927	4.494014077
chrII	457720	458406	CMD1	YBR109C	412.4516884	293.0097178
chrV	140309	140997	YEL008C-A	YEL008C-A	49.37959503	33.38293645
chrII	48793	49481	MRP21	YBL090W	33.60226917	28.32313397
chrX	23124	23812	REE1	YJL217W	82.29628105	59.90763154
chrVIII	237003	237693	PCL5	YHR071W	75.3241261	66.12527535
chrXVI	583865	584555	YPR012W	YPR012W	0.996702955	6.665825998
chrXII	266260	266950	ENV10	YLR065C	104.718907	66.79546395
chrXVI	104804	105495	VMA11	YPL234C	358.4634956	256.0871587
chrXII	641366	642057	SYM1	YLR251W	4.269182979	2.855176735
chrXVI	171386	172077	CSM4	YPL200W	0.366902247	0.669217314
chrVI	224184	224875	QCR6	YFR033C	37.79093148	31.67628618
chrVIII	488391	489082	YHR193C-A	YHR193C-A	0.733804495	1.115362189
chrXVI	73233	73925	YAH1	YPL252C	56.78754754	42.76792557
chrXV	967957	968649	YOR343C	YOR343C	4.762826568	4.454992247
chrV	327482	328174	YER085C	YER085C	1.099113823	0.222749612
chrX	470985	471678	BNA1	YJR025C	50.63251013	31.21454183
chrVII	745834	746527	YGR126W	YGR126W	12.43862243	5.783120717
chrIV	569123	569816	UBC5	YDR059C	22.31635201	21.35306111
chrV	437121	437815	YER134C	YER134C	43.87686573	35.5688542
chrIV	264327	265021	TMA17	YDL110C	17.90038237	13.99272565
chrXII	1055057	1055752	YLR456W	YLR456W	10.21405104	5.322881227
chrVII	227650	228346	RPL9A	YGL147C	2998.245978	2132.73299
chrXIII	559174	559870	YMR147W	YMR147W	17.35540586	16.97478194
chrIV	1456084	1456780	SPG3	YDR504C	19.67018379	11.51631521
chrXIV	118371	119067	YNL276C	YNL276C	8.378041245	7.308430807
chrVI	152475	153171	YPI1	YFR003C	26.59117439	19.04621362
chrVIII	401993	402689	SPO16	YHR153C	4.006889291	5.093754805
chrXV	472711	473408	BUD21	YOR078W	53.10593735	42.46068473
chrXIII	379641	380338	FAR3	YMR052W	7.542407597	10.36766719
chrV	387190	387888	LSM4	YER112W	53.50859723	40.05579456
chrVIII	267517	268215	LRP1	YHR081W	62.47339844	43.06226186
chrIV	20556	21255	YDL241W	YDL241W	25.02609741	16.53868003
chrX	466575	467274	YJR018W	YJR018W	4.715061832	3.969283207
chrX	189698	190398	ALB1	YJL122W	120.2431571	102.1729209
chrIX	423066	423766	HYR1	YIR037W	200.646714	130.7989548
chrX	414120	414820	RPC17	YJL011C	60.20556965	39.55993633
chrXVI	682173	682873	ISA2	YPR067W	28.25147304	17.84579503
chrXI	523296	523997	YKR045C	YKR045C	12.29646675	9.455084618
chrXIV	292065	292766	MRPL19	YNL185C	23.34122807	19.64935942
chrIV	1149859	1150560	FCF1	YDR339C	113.8858082	78.32211481
chrX	69240	69942	YJL195C	YJL195C	0.361144865	0.878288058
chrXIII	509681	510383	RPL15B	YMR121C	51.64371576	25.68992569
chrXVI	75551	76253	RPL36B	YPL249C-A	1595.797043	1035.403797
chrIV	163373	164076	FAP7	YDL166C	51.19353517	34.10969133
chrXI	92643	93348	MTR2	YKL186C	64.10553858	38.97544612
chrVII	403686	404391	MST27	YGL051W	0.359605896	0.874545353
chrXI	407369	408075	ATP7	YKL016C	129.8833956	107.9670599
chrVI	166584	167290	MIC19	YFR011C	36.62777329	25.76249347
chrVII	439032	439739	RPL30	YGL030W	2483.216237	1875.163975
chrVI	57814	58521	RUF21	RUF21	0	0.436033944
chrVII	464934	465641	YGL015C	YGL015C	0.358587182	0.436033944
chrXIII	794887	795594	SAP30	YMR263W	19.72229502	11.33688254
chrV	140554	141261	YEL008W	YEL008W	1.764198959	1.251381969
chrVII	754642	755350	FHN1	YGR131W	8.95199967	7.619801096
chrXVI	453207	453915	LCL1	YPL056C	6.087359775	1.741668822
chrIV	547757	548465	RPC11	YDR045C	103.8431962	74.02092494
chrVII	639696	640404	PAC10	YGR078C	62.84176789	50.21502964
chrIV	755554	756262	YDR149C	YDR149C	0	0
chrM	61021	61729	SCEI	Q0160	NA	NA
chrVI	149087	149795	LOC1	YFR001W	72.69023732	59.43444855
chrVIII	218151	218859	CPR2	YHR057C	43.68575839	28.95524417
chrVII	694424	695133	GTF1	YGR102C	20.63064985	15.30695955
chrIII	172757	173466	RIM1	YCR028C-A	268.8361406	203.6384151
chrIV	1414537	1415246	SNM1	YDR478W	13.59508617	11.39320623
chrV	228798	229507	YER039C-A	YER039C-A	0	0
chrXIV	108410	109120	HCH1	YNL281W	182.3373133	132.618556
chrX	612349	613059	JJJ3	YJR097W	28.56559105	25.182959
chrVII	303396	304106	YGL108C	YGL108C	15.71107508	9.117967913
chrVII	36912	37623	BRR6	YGL247W	20.32431745	17.77667399
chrIX	46189	46900	AIM20	YIL158W	47.77997435	34.68619316
chrX	375099	375810	LOH1	YJL038C	0.713133946	0.433577414
chrXVI	18368	19079	FDH2	YPL275W	0	0
chrXII	694350	695061	SMD2	YLR275W	30.5304431	19.18785685
chrXV	745592	746303	SPR2	YOR214C	0	0.867154829
chrXV	678088	678800	RPS30B	YOR182C	726.9777069	576.9896599
chrXIII	411546	412258	ABF2	YMR072W	240.3441937	163.4452694
chrXVI	38153	38865	ACM1	YPL267W	16.73507719	6.710997815
chrXIII	273076	273789	AIM34	YMR003W	22.75618433	16.21348127
chrXII	222533	223246	PAU23	YLR037C	2.488957661	1.729438002
chrIV	337457	338170	UBC9	YDL064W	65.06846457	54.47729705
chrXIV	254398	255112	YNL208W	YNL208W	310.3282879	176.3711436
chrXVI	11886	12600	HSP32	YPL280W	0	0
chrVIII	474626	475340	PFS1	YHR185C	1.065200073	0.647629658
chrXV	1078544	1079258	HSP33	YOR391C	0	0
chrXIII	918365	919079	SNO4	YMR322C	0	0
chrIV	487975	488690	ATG31	YDR022C	9.927943163	5.820503527
chrXII	539842	540557	UPS1	YLR193C	18.66479931	17.53779957
chrXV	780891	781607	DFR1	YOR236W	48.15399565	31.42981454
chrX	117225	117941	FMP33	YJL161W	1.41629399	1.937454321
chrXII	794495	795212	SNR55	snR55	0	0
chrXII	794495	795212	SNR57	snR57	0	0
chrVII	411464	412181	ALG13	YGL047W	10.60736944	7.309049432
chrII	9834	10551	MIX23	YBL107C	23.33134924	19.47818206
chrXV	77539	78257	VPS68	YOL129W	109.8096977	69.76847168
chrVII	836010	836728	LSO2	YGR169C-A	39.54561461	24.25796092
chrXV	746581	747300	AIM41	YOR215C	41.61576175	26.56701062
chrIV	588745	589465	PAA1	YDR071C	263.7256613	202.9431753
chrII	112727	113447	PTH2	YBL057C	70.06863363	51.163944
chrIX	414958	415679	DAL3	YIR032C	2.461302576	2.992888542
chrXVI	593222	593943	DSS4	YPR017C	39.91625444	29.51590567
chrVII	531882	532603	THG1	YGR024C	73.49880503	61.52481755
chrXI	334236	334958	TMA19	YKL056C	3930.164257	3180.2302
chrVII	123537	124260	YGL199C	YGL199C	1.753203259	1.279113425
chrXI	179639	180362	SDH3	YKL141W	118.9725648	78.64217667
chrIV	442985	443709	ATP16	YDL004W	169.1251894	126.6699715
chrVII	374127	374852	RPB9	YGL070C	72.97445108	59.5073155
chrXIII	110976	111701	CPR3	YML078W	245.1200939	171.9906983
chrXI	438703	439429	MET14	YKL001C	33.17302388	22.71646633
chrVIII	313993	314719	GEP4	YHR100C	22.3481424	15.07354308
chrXV	1025981	1026707	SCP1	YOR367W	35.26816223	19.95652182
chrIV	465012	465738	YDR010C	YDR010C	1.047569175	1.486123966
chrXIII	220108	220834	TSA1	YML028W	2590.28938	1791.416289
chrV	491409	492135	BUR6	YER159C	36.36397786	24.84618043
chrVII	458973	459699	JAC1	YGL018C	8.380553401	7.642923251
chrIV	957670	958397	YDR248C	YDR248C	19.314854	12.37231464
chrVII	435624	436351	HOP2	YGL033W	1.046126242	1.696087958
chrV	553241	553969	FAU1	YER183C	42.07784152	37.63428135
chrX	572231	572959	OPI3	YJR073C	47.70738575	31.75790553
chrIX	402771	403499	INA22	YIR024C	11.32569306	4.860631015
chrXIV	517205	517934	OCA2	YNL056W	31.02132663	19.94456107
chrII	216404	217133	LDB7	YBL006C	48.41906707	42.89573273
chrXI	570221	570950	BET3	YKR068C	80.94312844	49.84075612
chrVII	796070	796799	YGR153W	YGR153W	3.477507564	5.074285126
chrXIII	216417	217146	RCF1	YML030W	30.69682154	19.92152357
chrXV	958110	958840	UBC11	YOR339C	2.778189856	4.222770429
chrX	544051	544781	CDC8	YJR057W	36.96312723	23.74523141
chrXIII	804416	805146	TMA23	YMR269W	15.11943011	5.558221578
chrII	88411	89142	RPS8A	YBL072C	1102.12409	821.4688362
chrXVI	465888	466619	SGF11	YPL047W	38.92292446	39.57374218
chrIV	473140	473872	PSF1	YDR013W	18.35515073	16.84486809
chrII	483804	484536	MRPL36	YBR122C	74.11325012	55.58806469
chrVIII	401339	402071	SPO12	YHR152W	43.58337324	31.33700235
chrIX	116936	117668	RRT14	YIL127C	59.91398258	50.53460426
chrXI	417335	418068	ARC19	YKL013C	125.5293534	106.805971
chrIV	284442	285175	SNU23	YDL098C	15.21742108	8.831474385
chrIV	229887	230620	RPP1B	YDL130W	1848.329046	1370.54058
chrIX	308490	309223	YIL024C	YIL024C	8.646261976	5.046556792
chrXV	874613	875347	TIM18	YOR297C	49.38914699	54.38646027
chrXVI	677618	678352	YPR063C	YPR063C	120.8733664	83.08412829
chrIX	397214	397949	YIR020C-B	YIR020C-B	0.344908107	0.419400496
chrXIII	205610	206345	CGI121	YML036W	20.92535988	12.72238335
chrXI	31022	31757	YRA2	YKL214C	47.59731879	38.79454591
chrXII	840289	841025	ATG33	YLR356W	34.44388444	21.56973899
chrXII	644326	645062	NDL1	YLR254C	15.25075606	13.18725416
chrXVI	106141	106877	NSL1	YPL233W	16.87750338	10.26133214
chrV	290213	290949	RRT13	YER066W	4.133266133	4.397713776
chrII	512981	513718	YBR137W	YBR137W	36.11693997	24.88651885
chrVII	144704	145441	COX13	YGL191W	131.0397276	86.50632994
chrII	126766	127503	MOH1	YBL049W	1.375883427	1.254782463
chrVIII	412884	413621	REC104	YHR157W	3.095737712	3.136956158
chrXIII	412171	412908	IRC21	YMR073C	41.73009077	25.15999708
chrXV	270632	271370	YAP7	YOL028C	8.244099343	4.594626333
chrXII	513107	513846	TFS1	YLR178C	10.22190649	16.572811
chrII	365871	366610	YBR062C	YBR062C	20.92535988	15.85083827
chrXV	445991	446731	YNG1	YOR064C	10.84498209	7.211779619
chrII	452624	453364	PHO88	YBR106W	979.4204768	714.1970484
chrVIII	25766	26506	YHL037C	YHL037C	2.055446961	0.624844312
chrV	415857	416597	VFA1	YER128W	8.166533892	3.103225447
chrXIV	712932	713673	MSO1	YNR049C	19.50035863	18.0959979
chrIV	1428249	1428990	RIB3	YDR487C	260.5518129	194.5486069
chrXVI	425162	425904	YPL067C	YPL067C	19.13239249	12.25543718
chrXII	229198	229940	YLR041W	YLR041W	0.341649866	0.623157822
chrVIII	352675	353417	LSM12	YHR121W	57.39717748	36.35087298
chrVII	375039	375781	MNP1	YGL068W	133.5850976	94.30455047
